id,sku,brand,model,model_guess_from_sku,side,part_type,part_category,new_name_he,new_name_ar,new_name_en,current_title_he,current_name_ar,current_name_en,price,stock,notes
1270,HTP-MTG058R,Man,,TGX/TGS?,R,cab_step,body,מדרגה מאן ימין,درجة مان يمين,MAN Cab Step – Right,מדרגה,لوحة دعم الدرجة – يمين,Step Support Panel – Right,950,instock,
1274,HTP-MTG059L,Man,,TGX/TGS?,L,cab_step,body,מדרגה מאן שמאל,درجة مان يسار,MAN Cab Step – Left,מדרגה,طقم درجة – يسار,Step Kit – Left,350,instock,
1272,HTP-MTG059R,Man,,TGX/TGS?,R,cab_step,body,מדרגה מאן ימין,درجة مان يمين,MAN Cab Step – Right,מדרגה,درجة – يمين,Step – Right,350,instock,
1276,HTP-MTG073,Man,,TGX/TGS?,,front_panel_grille,body,מכסה מנוע (גריל קדמי) מאן,غطاء محرك (شبك أمامي) مان,MAN Cab Front Panel,מכסה מנוע גריל מאן,لوحة مقدمة المقصورة,Cab Front Panel,1000,instock,
1280,HTP-MTG074L,Man,,TGX/TGS?,L,corner_panel_outer,body,מסית רוח חיצוני מאן שמאל,كاسر هواء خارجي مان يسار,MAN Outer Wind Deflector Panel – Left,מסית רוח חיצוני מאן,لوحة زاوية خارجية – يسار,Outer Corner Panel – Left,500,instock,
1278,HTP-MTG074R,Man,,TGX/TGS?,R,corner_panel_outer,body,מסית רוח חיצוני מאן ימין,كاسر هواء خارجي مان يمين,MAN Outer Wind Deflector Panel – Right,מסית רוח חיצוני,لوحة زاوية خارجية – يمين,Outer Corner Panel – Right,500,instock,
1284,HTP-MTG075L,Man,,TGX/TGS?,L,corner_panel_inner,body,מסית רוח פנימי מאן שמאל,كاسر هواء داخلي مان يسار,MAN Inner Wind Deflector Panel – Left,מסית רוח פנימי,لوحة زاوية داخلية – يسار,Inner Corner Panel – Left,350,instock,
1282,HTP-MTG075R,Man,,TGX/TGS?,R,corner_panel_inner,body,מסית רוח פנימי מאן ימין,كاسر هواء داخلي مان يمين,MAN Inner Wind Deflector Panel – Right,מסית רוח פנימי,لوحة زاوية داخلية – يمين,Inner Corner Panel – Right,350,instock,
1286,HTP-MTG087,Man,,TGX/TGS?,,emblem,body,סמל קדמי מאן,شعار أمامي مان,MAN Front Emblem,סמל קדמי חזית מאן,شريط زخرفي أمامي – مان,Front/Interior Trim Strip – MAN,600,instock,
2654,HTP-MTG088,Man,,TGX/TGS?,,bumper_center,body,חלק פנימי מרכזי לפגוש מאן,الجزء الداخلي الأوسط للصدام مان,MAN Bumper Centre Inner Section,חלק פנימי מרכזי של פגוש,قطعة داخلية مركزية للصادم,Bumper Center Inner Part,1600,outofstock,غير متوفر
2655,HTP-MTG092,Man,,TGX/TGS?,,panel,body,לוח מאן,لوح مان,MAN Panel,לוח,لوحة استبدال,Replacement Panel,1700,outofstock,غير متوفر
1312,HTP-NMX002L,Man,,TGX?,L,headlight_led,lighting,פנס קדמי LED מאן שמאל,ضوء أمامي LED مان يسار,MAN LED Headlight – Left,פנס קדמי חזית ליד,مصباح أمامي كهربائي – يسار,Electric Headlight – Left,1100,instock,
1310,HTP-NMX002R,Man,,TGX?,R,headlight_led,lighting,פנס קדמי LED מאן ימין,ضوء أمامي LED مان يمين,MAN LED Headlight – Right,פנס קדמי חזית ליד,مصباح أمامي كهربائي – يمين,Electric Headlight – Right,1100,instock,
1316,HTP-NMX003L,Man,,TGX?,L,headlight,lighting,פנס קדמי מאן שמאל,ضوء أمامي مان يسار,MAN Headlight – Left,פנס קדמי חזית,مصباح أمامي – يسار,Headlight – Left (Bulb Type),1300,instock,
1314,HTP-NMX003R,Man,,TGX?,R,headlight,lighting,פנס קדמי מאן ימין,ضوء أمامي مان يمين,MAN Headlight – Right,פנס קדמי חזית,مصباح أمامي منخفض – يمين,Low Beam Headlight – Right,1300,instock,
1077,HTP-BP4001-1L,Mercedes,,?,L,headlight,lighting,פנס קדמי מרצדס שמאל,ضوء أمامي مرسيدس يسار,Mercedes Headlight – Left,פנס קדמי,مصباح أمامي بعدسة داخلية – يسار,Headlight with Inner Lens – Left,1000,instock,
1076,HTP-BP4001-1R,Mercedes,,?,R,headlight,lighting,פנס קדמי מרצדס ימין,ضوء أمامي مرسيدس يمين,Mercedes Headlight – Right,פנס קדמי,مصباح أمامي بعدسة داخلية مدمجة – يمين,Integrated Inner Lens Headlight – Right,1000,instock,
1075,HTP-BP4001L,Mercedes,,?,L,headlight,lighting,פנס קדמי מרצדס שמאל,ضوء أمامي مرسيدس يسار,Mercedes Headlight – Left,פנס קדמי חזית,وحدة مصباح أمامي – يسار,Headlight Unit – Left,1000,instock,
1073,HTP-BP4001R,Mercedes,,?,R,headlight,lighting,פנס קדמי מרצדס ימין,ضوء أمامي مرسيدس يمين,Mercedes Headlight – Right,פנס קדמי חזית,طقم مصباح أمامي – يمين,Headlight Kit – Right,1000,instock,
1082,HTP-BP4003-1R,Mercedes,,?,R,tail_light,lighting,פנס אחורי בקלית מרצדס ימין,ضوء خلفي مرسيدس يمين,Mercedes Tail Light – Right,פנס איתות אחורי בקלית,مصباح خلفي بتنبيه صوتي – يمين,Tail Light with Warning Buzzer – Right,70,instock,
1080,HTP-BP4003L,Mercedes,,?,L,tail_light,lighting,פנס אחורי בקלית מרצדס שמאל,ضوء خلفي مرسيدس يسار,Mercedes Tail Light – Left,פנס איתות אחורי בקלית,طقم مصباح خلفي – يسار,Tail Light Kit – Left,100,instock,
1079,HTP-BP4003R,Mercedes,,?,R,tail_light,lighting,פנס אחורי בקלית מרצדס ימין,ضوء خلفي مرسيدس يمين,Mercedes Tail Light – Right,פנס איתות אחורי בקלית,مصباح خلفي كامل – يمين,Complete Tail Light – Right,100,instock,
1083,HTP-BP4004,Mercedes,,?,,tail_light_lens,lighting,מכסה בקלית אחורית מרצדס,غطاء ضوء خلفي مرسيدس,Mercedes Tail Light Lens Cover,מכסה פלסטיק לבקלית אחורית,عدسة استبدال للمصباح الخلفي,Replacement Tail Light Lens,70,instock,الجهة غير معروفة
1085,HTP-BP4047L,Mercedes,,?,L,tail_light_led,lighting,פנס אחורי בקלית LED מרצדס שמאל,ضوء خلفي LED مرسيدس يسار,Mercedes LED Tail Light – Left,פנס איתות אחורי בקלית ליד,مصباح خلفي – يسار,Tail Light – Left,350,instock,
1084,HTP-BP4047R,Mercedes,,?,R,tail_light_led,lighting,פנס אחורי בקלית LED מרצדס ימין,ضوء خلفي LED مرسيدس يمين,Mercedes LED Tail Light – Right,פנס איתות אחורי בקלית ליד,مصباح خلفي بوظيفة تنبيه صوتي – يمين,Tail Light with Buzzer Function – Right,350,instock,
1089,HTP-BP4063L,Mercedes,,?,L,headlight_led,lighting,פנס קדמי LED מרצדס שמאל,ضوء أمامي LED مرسيدس يسار,Mercedes LED Headlight – Left,פנס קדמי חזית ליד,مصباح أمامي بهيكل أسود – يسار,Black Housing Headlight – Left,1100,instock,
1087,HTP-BP4063R,Mercedes,,?,R,headlight_led,lighting,פנס קדמי LED מרצדס ימין,ضوء أمامي LED مرسيدس يمين,Mercedes LED Headlight – Right,פנס קדמי חזית ליד,مصباح أمامي بهيكل أسود ناعم – يمين,Smooth Black Housing Headlight – Right,1100,instock,
1071,HTP-RR004-1L,Scania,,R,L,tail_light_lens,lighting,מכסה בקלית אחורית סקניה שמאל,غطاء ضوء خلفي سكانيا يسار,Scania Tail Light Lens Cover – Left,מכסה פלסטיק לבקלית אחורית,عدسة المصباح الخلفي المعتمدة – يسار,Approved Tail Light Lens – Left,50,instock,
1070,HTP-RR004-1R,Scania,,R,R,tail_light_lens,lighting,מכסה בקלית אחורית סקניה ימין,غطاء ضوء خلفي سكانيا يمين,Scania Tail Light Lens Cover – Right,מכסה פלסטיק לבקלית אחורית,عدسة المصباح الخلفي المعتمدة – يمين,Approved Tail Light Lens – Right,50,instock,
1069,HTP-RR004L,Scania,,R,L,tail_light,lighting,פנס אחורי בקלית סקניה שמאל,ضوء خلفي سكانيا يسار,Scania Tail Light – Left,פנס איתות אחורי בקלית,مجموعة المصباح الخلفي – يسار,Tail Light Cluster – Left,100,instock,
1067,HTP-RR004R,Scania,,R,R,tail_light,lighting,פנס אחורי בקלית סקניה ימין,ضوء خلفي سكانيا يمين,Scania Tail Light – Right,פנס איתות אחורי בקלית,طقم مصباح خلفي كامل بضوء فرامل – يمين,Complete Rear Tail Light Assembly with Stop Light – Right,100,instock,
1057,HTP-SR001-3L,Scania,,R,L,headlight_half_led,lighting,פנס קדמי חצי LED סקניה שמאל,ضوء أمامي نصف LED سكانيا يسار,Scania Half-LED Headlight – Left,פנס קדמי חזית  ליד חצי,مصباح أمامي بضبط يدوي – يسار,Manually Adjustable Headlight – Left,2500,instock,
1055,HTP-SR001-3R,Scania,,R,R,headlight_half_led,lighting,פנס קדמי חצי LED סקניה ימין,ضوء أمامي نصف LED سكانيا يمين,Scania Half-LED Headlight – Right,פנס קדמי חזית ליד חצי,مصباح بضبط يدوي – يمين,Manually Adjustable Headlight – Right,2500,instock,
2657,HTP-SR001L,Scania,,R,L,headlight_led,lighting,פנס קדמי LED סקניה שמאל,ضوء أمامي LED سكانيا يسار,Scania LED Headlight – Left,פנס לד שמאל,مصباح LED أيسر,LED Headlight – Left,3000,outofstock,غير متوفر
2656,HTP-SR001R,Scania,,R,R,headlight_led,lighting,פנס קדמי LED סקניה ימין,ضوء أمامي LED سكانيا يمين,Scania LED Headlight – Right,פנס לד ימין,مصباح LED أيمن,LED Headlight – Right,3000,outofstock,غير متوفر
1061,HTP-SR002L,Scania,,R,L,fog_light_led,lighting,פנס ערפל קדמי LED סקניה שמאל,ضوء ضباب أمامي LED سكانيا يسار,Scania LED Front Fog Light – Left,פנס ערפל במגן קדמי לדים,طقم مصباح ضباب – يسار,Fog Light Kit – Left,450,instock,
1059,HTP-SR002R,Scania,,R,R,fog_light_led,lighting,פנס ערפל קדמי LED סקניה ימין,ضوء ضباب أمامي LED سكانيا يمين,Scania LED Front Fog Light – Right,פנס ערפל במגן קדמי לדים,مصباح ضباب أمامي – يمين,Front Fog Light – Right,450,instock,
1065,HTP-SR082L,Scania,,R,L,roof_light,lighting,פנס עליון (זרקור) סקניה שמאל,ضوء علوي (كشاف) سكانيا يسار,Scania Cab Roof Spotlight – Left,פנס זרקור פנס עזר ערפל עליון,مصباح علوي للمقصورة – يسار,Cab Roof Marker Light – Left,570,instock,
1063,HTP-SR082R,Scania,,R,R,roof_light,lighting,פנס עליון (זרקור) סקניה ימין,ضوء علوي (كشاف) سكانيا يمين,Scania Cab Roof Spotlight – Right,פנס זרקור פנס עזר ערפל עליון,مصباح علوي للمقصورة – يمين,Cab Roof Marker Light – Right,570,instock,
1053,HTP-VH14017-2L,Volvo,,FH,L,headlight_led,lighting,פנס קדמי LED וולוו שמאל,ضوء أمامي LED فولفو يسار,Volvo LED Headlight – Left,פנס קדמי חזית ליד,وحدة مصباح رئيسي – يسار,Main Headlight Unit – Left,1100,instock,
1052,HTP-VH14017-2R,Volvo,,FH,R,headlight_led,lighting,פנס קדמי LED וולוו ימין,ضوء أمامي LED فولفو يمين,Volvo LED Headlight – Right,פנס קדמי חזית ליד,مصباح رئيسي ثقيل الخدمة – يمين,Heavy-Duty Main Headlight – Right,1100,instock,
1050,HTP-VH15001L,Volvo,,FH,L,headlight_led,lighting,פנס קדמי LED וולוו שמאל,ضوء أمامي LED فولفو يسار,Volvo LED Headlight – Left,פנס קדמי חזית ליד,طقم مصباح أمامي فاخر – يسار,Premium Headlight Kit – Left,1300,instock,
1049,HTP-VH15001R,Volvo,,FH,R,headlight_led,lighting,פנס קדמי LED וולוו ימין,ضوء أمامي LED فولفو يمين,Volvo LED Headlight – Right,פנס קדמי חזית ליד,مصباح أمامي أيمن للاستبدال المباشر,Direct-Replacement Headlight – Right,1300,instock,
1308,HTP-VM002L-EM,Volvo,,FM,L,headlight,lighting,פנס קדמי וולוו שמאל,ضوء أمامي فولفو يسار,Volvo Headlight – Left,פנס קדמי חזית,مصباح أمامي كهربائي معتمد – يسار,E-Marked Electric Headlight – Left,500,instock,
1306,HTP-VM002R-EM,Volvo,,FM,R,headlight,lighting,פנס קדמי וולוו ימין,ضوء أمامي فولفو يمين,Volvo Headlight – Right,פנס קדמי חזית,مصباح أمامي كهربائي معتمد – يمين,E-Marked Electric Headlight – Right,500,instock,
1300,HTP-VM041L,Volvo,,FM,L,mirror_electric,body,מראה צד חשמלית וולוו שמאל,مرآة جانبية كهربائية فولفو يسار,Volvo Electric Side Mirror – Left,מראה צד חשמלית,مرآة جانبية كهربائية كاملة – يسار,Full Electric Side Mirror – Left,800,instock,
1298,HTP-VM041R,Volvo,,FM,R,mirror_electric,body,מראה צד חשמלית וולוו ימין,مرآة جانبية كهربائية فولفو يمين,Volvo Electric Side Mirror – Right,מראה צד חשמלית,طقم مرآة جانبية كهربائية كاملة – يمين,Full Electric Side Mirror Kit – Right,800,instock,
1304,HTP-VM045L,Volvo,,FM,L,headlight_led,lighting,פנס קדמי LED וולוו שמאל,ضوء أمامي LED فولفو يسار,Volvo LED Headlight – Left,פנס קדמי חזית ליד,وحدة مصباح أمامي – يسار,Headlight Unit – Left,1200,instock,
1302,HTP-VM045R,Volvo,,FM,R,headlight_led,lighting,פנס קדמי LED וולוו ימין,ضوء أمامي LED فولفو يمين,Volvo LED Headlight – Right,פנס קדמי חזית ליד,طقم مصباح أمامي – يمين,Headlight Kit – Right,1200,instock,
1292,HTP-VM057L,Volvo,,FM,L,corner_panel_outer,body,מסית רוח חיצוני וולוו שמאל,كاسر هواء خارجي فولفو يسار,Volvo Outer Wind Deflector Panel – Left,מסית רוח חיצוני,لوحة زاوية خارجية – يسار,Outer Corner Panel – Left,450,instock,
1291,HTP-VM057R,Volvo,,FM,R,corner_panel_outer,body,מסית רוח חיצוני וולוו ימין,كاسر هواء خارجي فولفو يمين,Volvo Outer Wind Deflector Panel – Right,מסית רוח חיצוני,لوحة زاوية خارجية – يمين,Outer Corner Panel – Right,450,instock,
1296,HTP-VM065L,Volvo,,FM,L,corner_panel_cover,body,מכסה מסית רוח קדמי וולוו שמאל,غطاء كاسر هواء أمامي فولفو يسار,Volvo Front Wind Deflector Cover – Left,מכסה מסית רוח קנף קדמי,طقم لوحة زاوية أمامية – يسار,Front Corner Panel Kit – Left,300,instock,
1294,HTP-VM065R,Volvo,,FM,R,corner_panel_cover,body,מכסה מסית רוח קדמי וולוו ימין,غطاء كاسر هواء أمامي فولفو يمين,Volvo Front Wind Deflector Cover – Right,מכסה מסית רוח קנף קדמי,لوحة زاوية أمامية – يمين,Front Corner Panel – Right,300,instock,
2618,HTP-LF006,,,LF,,step_tread,body,מדרס מדרגה,نعل درجة,Step Tread,מדרס מדרגה,وسادة الدرجة,Step Tread Pad,,instock,الماركة ناقصة؛ بدون سعر
