id,sku,brand,model,model_guess_from_sku,side,part_type,part_category,new_name_he,new_name_ar,new_name_en,current_title_he,current_name_ar,current_name_en,price,stock,notes,oe_number,photos,inventory_name_he,models_raw,compat_models,model_note
1235,HTP-LF055L,Daf,LF 15 טון יורו 6,LF,L,step_tread,body,מדרס מדרגה דאף שמאל,نعل درجة داف يسار,DAF Step Tread – Left,מדרס מדרגה,قوس دعم – يسار,Support Bracket – Left,300,instock,,1715297           1711379,372,מדרס מדרגה,דרף LF יורו 6 15 טון,DAF LF,
1233,HTP-LF055R,Daf,LF 15 טון יורו 6,LF,R,step_tread,body,מדרס מדרגה דאף ימין,نعل درجة داف يمين,DAF Step Tread – Right,מדרס מדרגה,قوس تثبيت – يمين,Mounting Bracket – Right,300,instock,,1715298          1711380,371,מדרס מדרגה,דרף LF יורו 6 15 טון,DAF LF,
1236,HTP-LF056,Daf,LF 12-15 טון יורו 6,LF,,bumper_cover,body,כיסוי פגוש קדמי דאף,غطاء صدام أمامي داف,DAF Front Bumper Cover,כיסוי פגוש קדמי דאף,شعار العلامة التجارية,Brand Emblem/Badge,500,instock,,1715393,231,כיסוי פגוש קדמי דאף,דאף יורו 6 15-12 טון,DAF LF,model inferred from tonnage
1241,HTP-LF058L,Daf,LF 18 טון יורו 5,LF,L,mud_guard,body,מגן פוטס דאף שמאל,رفرف (واقي طين) داف يسار,DAF Mud Guard – Left,מגן פוטס,واقي طين أمامي – يسار,Front Mud Guard – Left,400,instock,,"1404998
1400637",,מגן פוטס דאף,18 טון יורו 5,DAF LF,model inferred from tonnage
1239,HTP-LF058R,Daf,LF 17 טון יורו 5,LF,R,mud_guard,body,מגן פוטס דאף ימין,رفرف (واقي طين) داف يمين,DAF Mud Guard – Right,מגן פוטס,واقي طين لعجلة أمامية – يمين,Front Wheel Mud Guard – Right,400,instock,,"1404997
1400636",380,מגן פוטס דאף,17 טון יורו 5,DAF LF,model inferred from tonnage
1242,HTP-LF059,Daf,LF 12-15 טון יורו 6,LF,,bumper_corner,body,פינת פגוש קדמי (משקפיים) דאף,زاوية صدام أمامي داف,DAF Front Bumper Corner,משקפים,صادم أمامي متوسط,Medium Front Bumper,900,instock,,1706960,291-295,משקפים,15-12טון יורו 6,DAF LF,model inferred from tonnage
1244,HTP-LF060,Daf,LF 10-12 טון יורו 5,LF,,coolant_tank,engine,מיכל עיבוי דאף,خزان مياه التبريد داف,DAF Coolant Expansion Tank,מיכל עיפוי,خزان توسّع سائل التبريد الثانوي,Secondary Coolant Expansion Tank,500,instock,,1700772,297,מיכל עיפוי / מיכל מים,דאף יורו 5  10 - 12 טון,DAF LF,model inferred from tonnage
1248,HTP-LF061L,Daf,LF 12-15 טון יורו 5/6 2001-2012,LF,L,cab_step,body,מדרגה דאף שמאל,درجة داف يسار,DAF Cab Step – Left,מדרגה,رفرف أمامي – يسار,Front Fender – Left,1000,instock,,1405248,251-255,מדרגה / מדרגת כנף דאף,דאף 2001-2012 יורו 5 ו 6 מתאים 12-15 טון,DAF LF 2001-2012,model inferred from tonnage
1246,HTP-LF061R,Daf,LF 12-15 טון יורו 5/6 2001-2012,LF,R,cab_step,body,מדרגה דאף ימין,درجة داف يمين,DAF Cab Step – Right,מדרגה,رفرف أمامي – يمين,Front Fender – Right,1000,instock,,1405252,246-249,מדרגה / מדרגת כנף דאף,דאף 2001-2012 יורו 5 ו 6 מתאים 12-15 טון,DAF LF 2001-2012,model inferred from tonnage
2652,HTP-LF062,Daf,LF,LF,,bumper_step,body,מדרגה קדמית לפגוש דאף,درجة أمامية للصدام داف,DAF Front Bumper Step,מדרגה קדמית לפגוש,درجة أمامية للصادم,Front Bumper Step,50,outofstock,غير متوفر,,,,,DAF LF,not in inventory; model from SKU code (check)
1252,HTP-LF063,Daf,CF 10-26 טון יורו 5/6,LF,,battery_cover,electrical,מכסה מצברים דאף,غطاء البطاريات داف,DAF Battery Cover,מכסה מצברים,غطاء صندوق البطارية,Battery Compartment Cover,800,instock,,1402038,296,מכסה מצברים / מגן מצברים דאף,דאף יורו 5 ו 6 10 - 26 טון,DAF CF,model inferred from tonnage
1126,HTP-XF001L-EM,Daf,LF 12-15 טון יורו 5/6,XF,L,headlight,lighting,פנס קדמי דאף שמאל,ضوء أمامي داف يسار,DAF Headlight – Left,פנס קדמי חזית,مصباح أمامي رئيسي معتمد – يسار,Approved Main Headlight – Left,800,instock,,"1399902
1620622
1641742",71-75,פנס קדמי חזית דאף ללא ליד lf,דאף - יורו 5 ו 6 מתאים 12-15 טון,DAF LF,model inferred from tonnage
1124,HTP-XF001R-EM,Daf,LF 12-15 טון יורו 5/6,XF,R,headlight,lighting,פנס קדמי דאף ימין,ضوء أمامي داف يمين,DAF Headlight – Right,פנס קדמי חזית,مصباح أمامي رئيسي معتمد – يمين,Approved Main Headlight – Right,800,instock,,"1399903
 1620623
1641743",66-70,פנס קדמי חזית דאף ללא ליד lf,דאף - יורו 5 ו 6 מתאים 12-15 טון,DAF LF,model inferred from tonnage
1267,HTP-XG001L,Daf,XG 2021+,XG,L,headlight_cover,lighting,כיסוי פנס קדמי דאף שמאל,غطاء ضوء أمامي داف يسار,DAF Headlight Cover – Left,כיסוי פנס קמי,واقي المصباح الأمامي – يسار,Headlight Guard – Left,300,instock,,2313588,,כיסוי פנס קמי  דאף,דאף XG מתאים 2021 עד 2027,DAF XG 2021+,year > 2026 → 2026 (Excel autofill)
1266,HTP-XG001R,Daf,XG 2021+,XG,R,headlight_cover,lighting,כיסוי פנס קדמי דאף ימין,غطاء ضوء أمامي داف يمين,DAF Headlight Cover – Right,כיסוי פנס קמי,واقي المصباح الأمامي – يمين,Headlight Guard – Right,300,instock,,2313589,264,כיסוי פנס קמי  דאף,דאף XG מתאים 2021 עד 2026,DAF XG 2021+,
1102,HTP-XG030L,Daf,XG,XG,L,fog_light,lighting,פנס ערפל קדמי דאף שמאל,ضوء ضباب أمامي داف يسار,DAF Front Fog Light – Left,פנס ערפל קדמי,طقم مصباح ضباب – يسار,Fog Light Kit – Left,700,instock,,2188911,,פנס ערפל קדמי דאף,דאף xg,DAF XG,
1101,HTP-XG030R,Daf,XG,XG,R,fog_light,lighting,פנס ערפל קדמי דאף ימין,ضوء ضباب أمامي داف يمين,DAF Front Fog Light – Right,פנס ערפל קדמי,مصباح ضباب أمامي أصلي – يمين,OEM Front Fog Light – Right,700,instock,,2188912,48,פנס ערפל קדמי דאף,דאף xg,DAF XG,
1104,HTP-XG031L,Daf,XG / XF,XG,L,headlight,lighting,פנס קדמי דאף שמאל,ضوء أمامي داف يسار,DAF Headlight – Left,פנס קדמי חזית,طقم مصباح رئيسي – يسار,Main Headlight Kit – Left,1200,instock,,2188978,54-58,פנס קדמי חזית דאף,דאף xg -xf,DAF XG | DAF XF,
1103,HTP-XG031R,Daf,XG / XF,XG,R,headlight,lighting,פנס קדמי דאף ימין,ضوء أمامي داف يمين,DAF Headlight – Right,פנס קדמי חזית,مصباح رئيسي – يمين,Main Headlight – Right,1200,instock,,2188979,49-53,פנס קדמי חזית דאף,דאף xg -xf,DAF XG | DAF XF,
1122,HTP-IA017-2L-EM,Iveco,,?,L,headlight,lighting,פנס קדמי איווקו שמאל,ضوء أمامي إيفيكو يسار,Iveco Headlight – Left,#N/A,مصباح أمامي معتمد – يسار (هيكل قيادة يسرى),Approved Headlight – Left (LHD),300,outofstock,العنوان العبري كان #N/A؛ غير متوفر,,,,,Iveco ,not in inventory; model from SKU code (check)
1120,HTP-IA017-2R-EM,Iveco,,?,R,headlight,lighting,פנס קדמי איווקו ימין,ضوء أمامي إيفيكو يمين,Iveco Headlight – Right,#N/A,مصباح أمامي معتمد – يمين (هيكل قيادة يسرى),Approved Headlight – Right (LHD),300,outofstock,العنوان العبري كان #N/A؛ غير متوفر,,,,,Iveco ,not in inventory; model from SKU code (check)
1119,HTP-INS001L,Iveco,Stralis,Stralis?,L,headlight,lighting,פנס קדמי איווקו שמאל,ضوء أمامي إيفيكو يسار,Iveco Headlight – Left,#N/A,وحدة مصباح أمامي – يسار,Headlight Unit – Left,1100,outofstock,العنوان العبري كان #N/A؛ غير متوفر,,,,,Iveco Stralis,not in inventory; model from SKU code (check)
1117,HTP-INS001R,Iveco,Stralis,Stralis?,R,headlight,lighting,פנס קדמי איווקו ימין,ضوء أمامي إيفيكو يمين,Iveco Headlight – Right,#N/A,مصباح أمامي – يمين,Headlight – Right,1100,outofstock,العنوان العبري كان #N/A؛ غير متوفر,,,,,Iveco Stralis,not in inventory; model from SKU code (check)
1115,HTP-ISW032L-EM,Iveco,S-Way,S-Way?,L,headlight,lighting,פנס קדמי איווקו שמאל,ضوء أمامي إيفيكو يسار,Iveco Headlight – Left,פנס קדמי חזית איווקו,طقم مصباح LED – يسار,LED Headlight Kit – Left,6700,instock,,5802905478,42-47,פנס קדמי חזית איווקו,s-way,Iveco S-Way,
1113,HTP-ISW032R-EM,Iveco,S-Way,S-Way?,R,headlight,lighting,פנס קדמי איווקו ימין,ضوء أمامي إيفيكو يمين,Iveco Headlight – Right,פנס קדמי חזית איווקו,مصباح LED معتمد – يمين,E-Marked LED Headlight – Right,6700,instock,,5802905483,36-41,פנס קדמי חזית איווקו,s-way,Iveco S-Way,
1093,HTP-MTG018L,Man,TGA / TGS / TGX,TGX/TGS?,L,tail_light,lighting,פנס אחורי בקלית מאן שמאל,ضوء خلفي مان يسار,MAN Tail Light – Left,פנס איתות אחורי בקלית,مصباح خلفي معتمد – يسار,Approved Tail Lamp – Left,100,instock,,81252256550                    81252256540,123,פנס איתות אחורי בקלית,מאן tga-tgs-tgx,MAN TGA | MAN TGS | MAN TGX,
1091,HTP-MTG018R,Man,TGA / TGS / TGX,TGX/TGS?,R,tail_light,lighting,פנס אחורי בקלית מאן ימין,ضوء خلفي مان يمين,MAN Tail Light – Right,פנס איתות אחורי בקלית,مصباح خلفي معتمد – يمين,Approved Tail Lamp – Right,100,instock,,81252256551                  81252256541,112,פנס איתות אחורי בקלית,מאן tga-tgs-tgx,MAN TGA | MAN TGS | MAN TGX,
1096,HTP-MTG019L,Man,TGA / TGS / TGX,TGX/TGS?,L,tail_light_lens,lighting,מכסה בקלית אחורית מאן שמאל,غطاء ضوء خلفي مان يسار,MAN Tail Light Lens Cover – Left,מכסה פלסטיק לבקלית אחורית,عدسة المصباح الخلفي – يسار,Tail Light Lens – Left,60,instock,,81252256059,,מכסה פלסטיק לבקלית אחורית,מאן tga-tgs-tgx,MAN TGA | MAN TGS | MAN TGX,
1095,HTP-MTG019R,Man,TGA / TGS / TGX,TGX/TGS?,R,tail_light_lens,lighting,מכסה בקלית אחורית מאן ימין,غطاء ضوء خلفي مان يمين,MAN Tail Light Lens Cover – Right,מכסה פלסטיק לבקלית אחורית,عدسة استبدال للمصباح الخلفي – يمين,Replacement Tail Light Lens – Right,60,instock,,81252256060,65,מכסה פלסטיק לבקלית אחורית,מאן tga-tgs-tgx,MAN TGA | MAN TGS | MAN TGX,
1269,HTP-MTG057L,Man,TGX יורו 6,TGX/TGS?,L,cab_step,body,מדרגה מאן שמאל,درجة مان يسار,MAN Cab Step – Left,מדרגה,لوحة دعم الدرجة – يسار,Step Support Panel – Left,950,instock,,81615100275,6-10,מדרגה / מדרגה כנף מאן,MAN TGX Euro 7,MAN TGX,Euro 7-9 → Euro 6 (Excel autofill)
1268,HTP-MTG057R,Man,TGX יורו 6,TGX/TGS?,R,cab_step,body,מדרגה מאן ימין,درجة مان يمين,MAN Cab Step – Right,מדרגה,لوحة تركيب الدرجة – يمين,Step Mounting Panel – Right,950,instock,,81615100274,1-5,מדרגה / מדרגה כנף מאן,MAN TGX Euro 6,MAN TGX,
1271,HTP-MTG058L,Man,TGX יורו 6,TGX/TGS?,L,cab_step,body,מדרגה מאן שמאל,درجة مان يسار,MAN Cab Step – Left,מדרגה,لوحة تركيب الدرجة – يسار,Step Mounting Panel – Left,950,instock,,81615100563,16-20,מדרגה / מדרגה כנף מאן,MAN TGX Euro 9,MAN TGX,Euro 7-9 → Euro 6 (Excel autofill)
1270,HTP-MTG058R,Man,TGX יורו 6,TGX/TGS?,R,cab_step,body,מדרגה מאן ימין,درجة مان يمين,MAN Cab Step – Right,מדרגה,لوحة دعم الدرجة – يمين,Step Support Panel – Right,950,instock,,81615100562,11-15,מדרגה / מדרגה כנף מאן,MAN TGX Euro 8,MAN TGX,Euro 7-9 → Euro 6 (Excel autofill)
1274,HTP-MTG059L,Man,TGL 2005-2021 / TGM 2005-2021,TGX/TGS?,L,cab_step,body,מדרגה מאן שמאל,درجة مان يسار,MAN Cab Step – Left,מדרגה,طقم درجة – يسار,Step Kit – Left,350,instock,,81615100573,131,מדרגה תחתונה מאן,tgl 2005-2021 tgm 2005-2022,MAN TGL 2005-2021 | MAN TGM 2005-2021,TGM end year → 2021 (Excel autofill)
1272,HTP-MTG059R,Man,TGL 2005-2021 / TGM 2005-2021,TGX/TGS?,R,cab_step,body,מדרגה מאן ימין,درجة مان يمين,MAN Cab Step – Right,מדרגה,درجة – يمين,Step – Right,350,instock,,81615100570,130,מדרגה תחתונה מאן,tgl 2005-2021 tgm 2005-2021,MAN TGL 2005-2021 | MAN TGM 2005-2021,
1276,HTP-MTG073,Man,TGX / TGS,TGX/TGS?,,front_panel_grille,body,מכסה מנוע (גריל קדמי) מאן,غطاء محرك (شبك أمامي) مان,MAN Cab Front Panel,מכסה מנוע גריל מאן,لوحة مقدمة المقصورة,Cab Front Panel,1000,instock,,81611100104,373-375,מכסה מנוע גריל מאן,,MAN TGX | MAN TGS,model from SKU code (check)
1280,HTP-MTG074L,Man,TGL 2005-2021 / TGM 2005-2021,TGX/TGS?,L,corner_panel_outer,body,מסית רוח חיצוני מאן שמאל,كاسر هواء خارجي مان يسار,MAN Outer Wind Deflector Panel – Left,מסית רוח חיצוני מאן,لوحة زاوية خارجية – يسار,Outer Corner Panel – Left,500,instock,,81611100100,,מסית רוח חיצוני / כנף קדמי מאן,tgl 2005-2021 tgm 2005-2024,MAN TGL 2005-2021 | MAN TGM 2005-2021,TGM end year → 2021 (Excel autofill)
1278,HTP-MTG074R,Man,TGL 2005-2021 / TGM 2005-2021,TGX/TGS?,R,corner_panel_outer,body,מסית רוח חיצוני מאן ימין,كاسر هواء خارجي مان يمين,MAN Outer Wind Deflector Panel – Right,מסית רוח חיצוני,لوحة زاوية خارجية – يمين,Outer Corner Panel – Right,500,instock,,81611100101,132,מסית רוח חיצוני / כנף קדמי מאן,tgl 2005-2021 tgm 2005-2023,MAN TGL 2005-2021 | MAN TGM 2005-2021,TGM end year → 2021 (Excel autofill)
1284,HTP-MTG075L,Man,TGL 2005-2021 / TGM 2005-2021,TGX/TGS?,L,corner_panel_inner,body,מסית רוח פנימי מאן שמאל,كاسر هواء داخلي مان يسار,MAN Inner Wind Deflector Panel – Left,מסית רוח פנימי,لوحة زاوية داخلية – يسار,Inner Corner Panel – Left,350,instock,,81611100125,,מסית רוח פנימי / כנף פנימי מאן,tgl 2005-2021 tgm 2005-2026,MAN TGL 2005-2021 | MAN TGM 2005-2021,TGM end year → 2021 (Excel autofill)
1282,HTP-MTG075R,Man,TGL 2005-2021 / TGM 2005-2021,TGX/TGS?,R,corner_panel_inner,body,מסית רוח פנימי מאן ימין,كاسر هواء داخلي مان يمين,MAN Inner Wind Deflector Panel – Right,מסית רוח פנימי,لوحة زاوية داخلية – يمين,Inner Corner Panel – Right,350,instock,,81611100124,,מסית רוח פנימי / כנף פנימי מאן,tgl 2005-2021 tgm 2005-2025,MAN TGL 2005-2021 | MAN TGM 2005-2021,TGM end year → 2021 (Excel autofill)
1286,HTP-MTG087,Man,TGX / TGS,TGX/TGS?,,emblem,body,סמל קדמי מאן,شعار أمامي مان,MAN Front Emblem,סמל קדמי חזית מאן,شريط زخرفي أمامي – مان,Front/Interior Trim Strip – MAN,600,instock,,81611500140,256-257,סמל קדמי חזית מאן,,MAN TGX | MAN TGS,model from SKU code (check)
2654,HTP-MTG088,Man,TGX / TGS,TGX/TGS?,,bumper_center,body,חלק פנימי מרכזי לפגוש מאן,الجزء الداخلي الأوسط للصدام مان,MAN Bumper Centre Inner Section,חלק פנימי מרכזי של פגוש,قطعة داخلية مركزية للصادم,Bumper Center Inner Part,1600,outofstock,غير متوفر,,,,,MAN TGX | MAN TGS,not in inventory; model from SKU code (check)
2655,HTP-MTG092,Man,TGX / TGS,TGX/TGS?,,panel,body,לוח מאן,لوح مان,MAN Panel,לוח,لوحة استبدال,Replacement Panel,1700,outofstock,غير متوفر,,,,,MAN TGX | MAN TGS,not in inventory; model from SKU code (check)
1312,HTP-NMX002L,Man,TGL / TGS / TGX,TGX?,L,headlight_led,lighting,פנס קדמי LED מאן שמאל,ضوء أمامي LED مان يسار,MAN LED Headlight – Left,פנס קדמי חזית ליד,مصباح أمامي كهربائي – يسار,Electric Headlight – Left,1100,instock,,81251016737,,פנס קדמי חזית  ליד  מאן,מאן tgl-tgs-tgx,MAN TGL | MAN TGS | MAN TGX,
1310,HTP-NMX002R,Man,TGL / TGS / TGX,TGX?,R,headlight_led,lighting,פנס קדמי LED מאן ימין,ضوء أمامي LED مان يمين,MAN LED Headlight – Right,פנס קדמי חזית ליד,مصباح أمامي كهربائي – يمين,Electric Headlight – Right,1100,instock,,81251016738,85,פנס קדמי חזית  ליד  מאן,מאן tgl-tgs-tgx,MAN TGL | MAN TGS | MAN TGX,
1316,HTP-NMX003L,Man,TGL / TGS / TGX,TGX?,L,headlight,lighting,פנס קדמי מאן שמאל,ضوء أمامي مان يسار,MAN Headlight – Left,פנס קדמי חזית,مصباح أمامي – يسار,Headlight – Left (Bulb Type),1300,instock,,81251016731,,פנס קדמי חזית  מאן,מאן tgl-tgs-tgx,MAN TGL | MAN TGS | MAN TGX,
1314,HTP-NMX003R,Man,TGL / TGS / TGX,TGX?,R,headlight,lighting,פנס קדמי מאן ימין,ضوء أمامي مان يمين,MAN Headlight – Right,פנס קדמי חזית,مصباح أمامي منخفض – يمين,Low Beam Headlight – Right,1300,instock,,81251016732,90,פנס קדמי חזית  מאן,מאן tgl-tgs-tgx,MAN TGL | MAN TGS | MAN TGX,
1077,HTP-BP4001-1L,Mercedes,Actros,?,L,headlight,lighting,פנס קדמי מרצדס שמאל,ضوء أمامي مرسيدس يسار,Mercedes Headlight – Left,פנס קדמי,مصباح أمامي بعدسة داخلية – يسار,Headlight with Inner Lens – Left,1000,instock,,9608200739,369,פנס קדמי חזית ליד מרצדס אקטרוס עם עדשה,,Mercedes Actros,model from SKU code (check)
1076,HTP-BP4001-1R,Mercedes,Actros,?,R,headlight,lighting,פנס קדמי מרצדס ימין,ضوء أمامي مرسيدس يمين,Mercedes Headlight – Right,פנס קדמי,مصباح أمامي بعدسة داخلية مدمجة – يمين,Integrated Inner Lens Headlight – Right,1000,instock,,9608200939,370,פנס קדמי חזית ליד מרצדס אקטרוס עם עדשה,,Mercedes Actros,model from SKU code (check)
1075,HTP-BP4001L,Mercedes,Actros MP4 2012-2020,?,L,headlight,lighting,פנס קדמי מרצדס שמאל,ضوء أمامي مرسيدس يسار,Mercedes Headlight – Left,פנס קדמי חזית,وحدة مصباح أمامي – يسار,Headlight Unit – Left,1000,instock,,9608201039,263,פנס קדמי חזית ליד מרצדס אקטרוס,MERCEDES ACTROS MP4 [2012-2020],Mercedes Actros MP4 2012-2020,
1073,HTP-BP4001R,Mercedes,Actros MP4 2012-2020,?,R,headlight,lighting,פנס קדמי מרצדס ימין,ضوء أمامي مرسيدس يمين,Mercedes Headlight – Right,פנס קדמי חזית,طقم مصباح أمامي – يمين,Headlight Kit – Right,1000,instock,,9608201139,262,פנס קדמי חזית ליד מרצדס אקטרוס,MERCEDES ACTROS MP4 [2012-2020],Mercedes Actros MP4 2012-2020,
1082,HTP-BP4003-1R,Mercedes,Actros,?,R,tail_light,lighting,פנס אחורי בקלית מרצדס ימין,ضوء خلفي مرسيدس يمين,Mercedes Tail Light – Right,פנס איתות אחורי בקלית,مصباح خلفي بتنبيه صوتي – يمين,Tail Light with Warning Buzzer – Right,70,instock,,A0035441003  A0035441803,111,פנס איתות אחורי בקלית,,Mercedes Actros,model from SKU code (check)
1080,HTP-BP4003L,Mercedes,Actros,?,L,tail_light,lighting,פנס אחורי בקלית מרצדס שמאל,ضوء خلفي مرسيدس يسار,Mercedes Tail Light – Left,פנס איתות אחורי בקלית,طقم مصباح خلفي – يسار,Tail Light Kit – Left,100,instock,,"A0035442103
A0035440903             
 A0035441703",,פנס איתות אחורי בקלית,,Mercedes Actros,model from SKU code (check)
1079,HTP-BP4003R,Mercedes,Actros,?,R,tail_light,lighting,פנס אחורי בקלית מרצדס ימין,ضوء خلفي مرسيدس يمين,Mercedes Tail Light – Right,פנס איתות אחורי בקלית,مصباح خلفي كامل – يمين,Complete Tail Light – Right,100,instock,,A0035440803                A0035441603,110,פנס איתות אחורי בקלית,,Mercedes Actros,model from SKU code (check)
1083,HTP-BP4004,Mercedes,Actros MP4,?,,tail_light_lens,lighting,מכסה בקלית אחורית מרצדס,غطاء ضوء خلفي مرسيدس,Mercedes Tail Light Lens Cover,מכסה פלסטיק לבקלית אחורית,عدسة استبدال للمصباح الخلفي,Replacement Tail Light Lens,70,instock,الجهة غير معروفة,A0025447390,,מכסה פלסטיק לבקלית אחורית,מרצדס אקטרוס mp4,Mercedes Actros MP4,
1085,HTP-BP4047L,Mercedes,Actros MP4,?,L,tail_light_led,lighting,פנס אחורי בקלית LED מרצדס שמאל,ضوء خلفي LED مرسيدس يسار,Mercedes LED Tail Light – Left,פנס איתות אחורי בקלית ליד,مصباح خلفي – يسار,Tail Light – Left,350,instock,,0035443203,78,פנס איתות אחורי בקלית ליד,מרצדס אקטרוס mp4,Mercedes Actros MP4,
1084,HTP-BP4047R,Mercedes,Actros MP4,?,R,tail_light_led,lighting,פנס אחורי בקלית LED מרצדס ימין,ضوء خلفي LED مرسيدس يمين,Mercedes LED Tail Light – Right,פנס איתות אחורי בקלית ליד,مصباح خلفي بوظيفة تنبيه صوتي – يمين,Tail Light with Buzzer Function – Right,350,instock,,0035443403,77,פנס איתות אחורי בקלית ליד,מרצדס אקטרוס mp4,Mercedes Actros MP4,
1089,HTP-BP4063L,Mercedes,Actros,?,L,headlight_led,lighting,פנס קדמי LED מרצדס שמאל,ضوء أمامي LED مرسيدس يسار,Mercedes LED Headlight – Left,פנס קדמי חזית ליד,مصباح أمامي بهيكل أسود – يسار,Black Housing Headlight – Left,1100,instock,,9618204039,100-102,פנס קדמי חזית ליד מרצדס אקטרוס,actros מרצדס,Mercedes Actros,
1087,HTP-BP4063R,Mercedes,Actros,?,R,headlight_led,lighting,פנס קדמי LED מרצדס ימין,ضوء أمامي LED مرسيدس يمين,Mercedes LED Headlight – Right,פנס קדמי חזית ליד,مصباح أمامي بهيكل أسود ناعم – يمين,Smooth Black Housing Headlight – Right,1100,instock,,9618204139,97-99,פנס קדמי חזית ליד מרצדס אקטרוס,actros מרצדס,Mercedes Actros,
1071,HTP-RR004-1L,Scania,R,R,L,tail_light_lens,lighting,מכסה בקלית אחורית סקניה שמאל,غطاء ضوء خلفي سكانيا يسار,Scania Tail Light Lens Cover – Left,מכסה פלסטיק לבקלית אחורית,عدسة المصباح الخلفي المعتمدة – يسار,Approved Tail Light Lens – Left,50,instock,,1784669,,מכסה פלסטיק לבקלית אחורית,סקאניה,Scania R,brands only: Scania; model from SKU code (check)
1070,HTP-RR004-1R,Scania,R,R,R,tail_light_lens,lighting,מכסה בקלית אחורית סקניה ימין,غطاء ضوء خلفي سكانيا يمين,Scania Tail Light Lens Cover – Right,מכסה פלסטיק לבקלית אחורית,عدسة المصباح الخلفي المعتمدة – يمين,Approved Tail Light Lens – Right,50,instock,,1784670,64,מכסה פלסטיק לבקלית אחורית,סקאניה,Scania R,brands only: Scania; model from SKU code (check)
1069,HTP-RR004L,Scania,S / R / G / P 2017+,R,L,tail_light,lighting,פנס אחורי בקלית סקניה שמאל,ضوء خلفي سكانيا يسار,Scania Tail Light – Left,פנס איתות אחורי בקלית,مجموعة المصباح الخلفي – يسار,Tail Light Cluster – Left,100,instock,,"1756754
1906552",109,פנס איתות אחורי בקלית,scania s-r-g-p 2017-,Scania S 2017+ | Scania R 2017+ | Scania G 2017+ | Scania P 2017+,
1067,HTP-RR004R,Scania,S / R / G / P 2017+,R,R,tail_light,lighting,פנס אחורי בקלית סקניה ימין,ضوء خلفي سكانيا يمين,Scania Tail Light – Right,פנס איתות אחורי בקלית,طقم مصباح خلفي كامل بضوء فرامل – يمين,Complete Rear Tail Light Assembly with Stop Light – Right,100,instock,,"1756751
1906549",122,פנס איתות אחורי בקלית,scania s-r-g-p 2017-,Scania S 2017+ | Scania R 2017+ | Scania G 2017+ | Scania P 2017+,
1057,HTP-SR001-3L,Scania,S / R / G / P 2017+,R,L,headlight_half_led,lighting,פנס קדמי חצי LED סקניה שמאל,ضوء أمامي نصف LED سكانيا يسار,Scania Half-LED Headlight – Left,פנס קדמי חזית  ליד חצי,مصباح أمامي بضبط يدوي – يسار,Manually Adjustable Headlight – Left,2500,instock,,"2655842
2379890",94-96,פנס קדמי חזית  ליד חצי סקאניה,scania s-r-g-p 2017-,Scania S 2017+ | Scania R 2017+ | Scania G 2017+ | Scania P 2017+,
1055,HTP-SR001-3R,Scania,S / R / G / P 2017+,R,R,headlight_half_led,lighting,פנס קדמי חצי LED סקניה ימין,ضوء أمامي نصف LED سكانيا يمين,Scania Half-LED Headlight – Right,פנס קדמי חזית ליד חצי,مصباح بضبط يدوي – يمين,Manually Adjustable Headlight – Right,2500,instock,,"2655843
2379894",91-93,פנס קדמי חזית  ליד חצי סקאניה,scania s-r-g-p 2017-,Scania S 2017+ | Scania R 2017+ | Scania G 2017+ | Scania P 2017+,
2657,HTP-SR001L,Scania,R,R,L,headlight_led,lighting,פנס קדמי LED סקניה שמאל,ضوء أمامي LED سكانيا يسار,Scania LED Headlight – Left,פנס לד שמאל,مصباح LED أيسر,LED Headlight – Left,3000,outofstock,غير متوفر,,,,,Scania R,not in inventory; model from SKU code (check)
2656,HTP-SR001R,Scania,R,R,R,headlight_led,lighting,פנס קדמי LED סקניה ימין,ضوء أمامي LED سكانيا يمين,Scania LED Headlight – Right,פנס לד ימין,مصباح LED أيمن,LED Headlight – Right,3000,outofstock,غير متوفر,,,,,Scania R,not in inventory; model from SKU code (check)
1061,HTP-SR002L,Scania,R / S 2018-2022,R,L,fog_light_led,lighting,פנס ערפל קדמי LED סקניה שמאל,ضوء ضباب أمامي LED سكانيا يسار,Scania LED Front Fog Light – Left,פנס ערפל במגן קדמי לדים,طقم مصباح ضباب – يسار,Fog Light Kit – Left,450,instock,,2552714,,פנס ערפל במגן קדמי לדים סקאניה,scania r-s 2018-2022,Scania R 2018-2022 | Scania S 2018-2022,
1059,HTP-SR002R,Scania,R / S 2018-2021,R,R,fog_light_led,lighting,פנס ערפל קדמי LED סקניה ימין,ضوء ضباب أمامي LED سكانيا يمين,Scania LED Front Fog Light – Right,פנס ערפל במגן קדמי לדים,مصباح ضباب أمامي – يمين,Front Fog Light – Right,450,instock,,2552715,289,פנס ערפל במגן קדמי לדים סקאניה,scania r-s 2018-2021,Scania R 2018-2021 | Scania S 2018-2021,
1065,HTP-SR082L,Scania,L / S,R,L,roof_light,lighting,פנס עליון (זרקור) סקניה שמאל,ضوء علوي (كشاف) سكانيا يسار,Scania Cab Roof Spotlight – Left,פנס זרקור פנס עזר ערפל עליון,مصباح علوي للمقصورة – يسار,Cab Roof Marker Light – Left,570,instock,,2552708,,פנס זרקור פנס עזר ערפל עליון  סקאניה,scanua l/s,Scania L | Scania S,
